age,gender,location,marital_status,plan_type,monthly_value,contract_duration_months,payment_method,avg_monthly_minutes,data_usage_gb,num_services,num_complaints,support_calls,service_failures,last_interaction_days,app_usage_score,total_spent,late_payments,churn
32,Feminino,Rural,Divorciado,Semestral,98.69,8,Débito Automático,1182.98,40.83,1,2,6,0,74,3.1,789.52,1,0
41,Masculino,Urbano,Solteiro,Mensal,42.64,17,Cartão de Crédito,387.89,64.77,4,0,5,0,30,4.5,724.88,0,0
33,Feminino,Rural,Solteiro,Semestral,187.68,44,Cartão de Crédito,229.74,35.26,1,0,8,1,171,1.4,8257.92,0,0
34,Feminino,Urbano,Solteiro,Semestral,145.81,30,Débito Automático,708.33,24.56,2,0,7,0,3,2.7,4374.3,0,0
39,Masculino,Rural,Casado,Mensal,163.54,2,Débito Automático,256.67,88.52,3,0,5,0,51,1.0,327.08,0,1
47,Masculino,Urbano,Casado,Mensal,61.75,41,Boleto Bancário,1353.46,48.34,1,1,2,0,38,3.5,2531.75,0,0
66,Masculino,Subúrbio,Casado,Anual,170.32,2,Boleto Bancário,582.03,95.09,2,1,8,1,111,2.1,340.64,1,0
24,Masculino,Subúrbio,Divorciado,Mensal,134.34,34,Boleto Bancário,235.9,33.38,3,0,2,0,132,2.4,4567.56,0,1
37,Feminino,Urbano,Divorciado,Anual,86.22,44,Boleto Bancário,928.27,73.76,1,0,3,0,107,4.4,3793.68,0,0
63,Masculino,Subúrbio,Divorciado,Anual,142.51,41,Cartão de Crédito,1235.78,8.26,2,1,4,0,69,3.6,5842.91,0,0
28,Masculino,Urbano,Solteiro,Mensal,106.54,36,Débito Automático,221.03,20.36,3,0,3,0,64,4.5,3835.44,0,0
50,Feminino,Urbano,Casado,Mensal,76.6,37,Boleto Bancário,1409.47,68.93,1,5,0,0,1,4.5,2834.2,1,0
57,Feminino,Urbano,Solteiro,Mensal,144.05,36,Cartão de Crédito,1018.96,31.51,2,1,4,0,13,1.5,5185.8,1,0
50,Feminino,Urbano,Solteiro,Semestral,185.96,27,Débito Automático,469.65,30.5,4,2,7,0,46,4.7,5020.92,0,0
26,Feminino,Subúrbio,Casado,Semestral,101.64,2,Cartão de Crédito,646.92,33.64,2,0,1,0,72,3.6,203.28,1,1
50,Feminino,Subúrbio,Casado,Mensal,162.59,22,Débito Automático,787.04,63.28,4,0,6,0,64,3.9,3576.98,1,0
37,Feminino,Rural,Solteiro,Mensal,51.18,24,Débito Automático,281.02,52.02,3,1,2,0,99,1.5,1228.32,0,0
37,Feminino,Urbano,Divorciado,Mensal,149.78,36,Cartão de Crédito,541.23,93.84,2,0,1,1,43,1.1,5392.08,1,1
31,Feminino,Urbano,Divorciado,Mensal,123.44,6,Boleto Bancário,1019.04,86.09,3,3,9,0,117,3.6,740.64,0,0
47,Masculino,Urbano,Divorciado,Anual,60.51,8,Boleto Bancário,58.29,49.93,2,0,0,2,67,2.7,484.08,1,0
40,Masculino,Urbano,Solteiro,Anual,85.71,13,Boleto Bancário,491.26,53.36,1,0,5,1,111,3.4,1114.23,0,0
48,Feminino,Subúrbio,Casado,Anual,118.26,37,Débito Automático,102.76,53.94,1,1,6,0,38,4.0,4375.62,0,0
63,Feminino,Rural,Solteiro,Mensal,116.33,39,Débito Automático,346.79,39.69,3,0,7,1,4,4.0,4536.87,0,0
18,Masculino,Urbano,Casado,Semestral,58.85,18,Débito Automático,241.09,55.27,1,0,6,0,44,4.2,1059.3,0,0
21,Masculino,Subúrbio,Solteiro,Semestral,197.34,15,Débito Automático,191.51,62.85,3,0,7,0,8,4.1,2960.1,0,0
57,Masculino,Urbano,Casado,Semestral,104.83,43,Boleto Bancário,1347.49,16.18,4,2,1,0,56,1.3,4507.69,0,0
35,Feminino,Subúrbio,Solteiro,Anual,53.34,24,Boleto Bancário,1207.9,97.77,3,0,5,0,83,4.3,1280.16,0,1
23,Feminino,Subúrbio,Divorciado,Mensal,173.87,24,Débito Automático,465.35,98.6,2,0,9,1,88,4.8,4172.88,0,0
33,Feminino,Urbano,Divorciado,Mensal,149.6,26,Boleto Bancário,146.21,37.3,3,3,5,0,54,2.8,3889.6,0,1
54,Masculino,Urbano,Solteiro,Mensal,113.83,45,Débito Automático,334.66,54.68,3,0,7,0,160,4.6,5122.35,0,0
43,Masculino,Subúrbio,Divorciado,Mensal,41.9,10,Débito Automático,1115.04,72.08,4,5,9,0,87,1.7,419.0,1,1
69,Masculino,Urbano,Divorciado,Anual,181.72,8,Débito Automático,1339.47,66.39,3,0,1,0,106,3.4,1453.76,0,0
27,Feminino,Urbano,Solteiro,Mensal,111.97,7,Boleto Bancário,1070.57,6.06,4,0,4,1,42,3.9,783.79,0,1
69,Feminino,Urbano,Divorciado,Anual,96.14,32,Débito Automático,1208.47,57.02,1,0,4,0,66,3.7,3076.48,0,0
24,Masculino,Subúrbio,Solteiro,Anual,31.39,43,Boleto Bancário,1189.74,90.09,2,0,1,0,135,3.5,1349.77,0,0
33,Masculino,Subúrbio,Divorciado,Semestral,128.56,17,Boleto Bancário,1440.75,18.38,4,0,2,0,98,3.5,2185.52,1,0
37,Masculino,Subúrbio,Divorciado,Anual,196.18,26,Débito Automático,1291.06,32.18,4,0,0,0,3,2.3,5100.68,1,0
46,Masculino,Urbano,Solteiro,Mensal,124.97,28,Boleto Bancário,1374.23,76.37,2,0,3,0,126,3.4,3499.16,0,0
69,Masculino,Subúrbio,Casado,Mensal,159.02,20,Cartão de Crédito,992.03,15.63,1,1,5,0,14,1.9,3180.4,0,0
65,Masculino,Urbano,Casado,Anual,105.98,2,Cartão de Crédito,1065.75,35.58,2,0,9,0,154,4.7,211.96,0,0
18,Feminino,Urbano,Casado,Semestral,141.74,41,Cartão de Crédito,89.1,22.25,3,4,0,0,177,2.4,5811.34,0,1
58,Masculino,Subúrbio,Casado,Mensal,90.91,24,Cartão de Crédito,599.01,27.86,1,0,8,0,74,2.6,2181.84,0,0
45,Feminino,Subúrbio,Solteiro,Semestral,33.86,25,Cartão de Crédito,491.67,68.94,4,0,2,1,109,4.5,846.5,0,0
63,Masculino,Urbano,Solteiro,Anual,35.25,33,Cartão de Crédito,974.75,64.78,3,0,4,0,73,2.9,1163.25,0,0
42,Feminino,Rural,Divorciado,Mensal,156.09,37,Boleto Bancário,659.83,93.36,4,0,9,0,52,1.8,5775.33,0,1
40,Masculino,Urbano,Solteiro,Mensal,70.84,45,Débito Automático,1405.02,31.81,4,2,6,0,134,4.0,3187.8,0,1
32,Feminino,Urbano,Divorciado,Mensal,95.92,12,Cartão de Crédito,914.19,47.46,3,1,7,0,163,4.4,1151.04,0,0
27,Feminino,Urbano,Solteiro,Mensal,114.55,23,Débito Automático,1095.12,81.22,1,0,0,0,158,4.4,2634.65,0,0
30,Masculino,Urbano,Divorciado,Semestral,158.34,26,Boleto Bancário,432.78,47.65,3,0,0,1,49,3.8,4116.84,0,0
36,Feminino,Urbano,Divorciado,Semestral,150.16,3,Boleto Bancário,208.87,69.46,3,4,9,2,50,2.6,450.48,0,1
53,Masculino,Subúrbio,Divorciado,Mensal,168.73,44,Boleto Bancário,595.16,61.77,1,4,3,0,144,3.1,7424.12,0,0
49,Masculino,Subúrbio,Divorciado,Semestral,161.53,27,Débito Automático,1470.45,10.5,4,0,3,0,58,3.1,4361.31,0,0
33,Masculino,Rural,Divorciado,Mensal,114.74,2,Boleto Bancário,1297.57,58.98,1,0,6,0,22,4.5,229.48,0,1
26,Masculino,Urbano,Divorciado,Mensal,91.6,42,Boleto Bancário,1487.41,25.96,1,0,4,0,144,3.3,3847.2,0,0
60,Masculino,Urbano,Casado,Mensal,89.87,41,Débito Automático,661.67,60.7,4,0,6,0,73,2.8,3684.67,0,0
66,Feminino,Subúrbio,Divorciado,Anual,161.18,11,Boleto Bancário,432.59,61.56,1,1,0,2,66,1.9,1772.98,1,0
53,Masculino,Urbano,Casado,Semestral,153.19,8,Cartão de Crédito,430.34,23.35,3,1,5,0,83,3.5,1225.52,0,0
60,Feminino,Rural,Divorciado,Anual,95.88,24,Cartão de Crédito,356.32,50.47,1,0,9,0,175,2.1,2301.12,0,0
42,Feminino,Urbano,Casado,Mensal,157.83,23,Boleto Bancário,67.46,40.05,1,0,6,2,82,1.8,3630.09,0,0
40,Masculino,Rural,Divorciado,Semestral,45.42,29,Boleto Bancário,1254.21,91.37,2,0,3,0,83,3.1,1317.18,0,0
39,Masculino,Urbano,Divorciado,Semestral,141.22,34,Cartão de Crédito,1210.04,82.01,1,3,0,0,27,2.1,4801.48,0,0
65,Masculino,Subúrbio,Casado,Semestral,149.56,4,Débito Automático,345.73,83.52,1,0,0,0,179,2.1,598.24,1,0
26,Feminino,Urbano,Solteiro,Mensal,139.96,15,Boleto Bancário,584.61,47.05,2,0,1,0,106,2.4,2099.4,0,0
34,Masculino,Subúrbio,Divorciado,Semestral,156.67,4,Débito Automático,271.85,31.7,3,0,9,0,22,1.8,626.68,0,0
28,Masculino,Urbano,Divorciado,Mensal,177.41,9,Débito Automático,88.7,25.97,4,0,2,0,134,4.6,1596.69,0,0
59,Feminino,Urbano,Casado,Mensal,166.67,1,Cartão de Crédito,1307.19,34.33,4,0,4,0,138,3.8,166.67,0,0
41,Masculino,Urbano,Casado,Semestral,150.22,43,Cartão de Crédito,1483.37,76.38,4,0,8,0,141,4.3,6459.46,0,0
69,Masculino,Urbano,Casado,Semestral,125.5,15,Débito Automático,1114.76,14.17,2,0,7,1,52,4.8,1882.5,0,0
39,Feminino,Urbano,Divorciado,Semestral,97.67,47,Cartão de Crédito,226.94,47.72,4,0,2,0,146,1.0,4590.49,0,0
23,Masculino,Subúrbio,Divorciado,Anual,141.05,30,Débito Automático,348.54,34.24,2,0,1,2,84,1.4,4231.5,0,0
56,Feminino,Urbano,Solteiro,Mensal,169.97,33,Boleto Bancário,131.43,52.31,3,5,9,2,62,3.3,5609.01,0,0
31,Feminino,Urbano,Divorciado,Mensal,40.54,24,Boleto Bancário,72.19,67.84,3,4,5,0,95,2.8,972.96,0,0
22,Masculino,Urbano,Solteiro,Anual,39.69,12,Débito Automático,577.11,45.02,2,0,1,1,14,4.0,476.28,0,0
39,Masculino,Subúrbio,Solteiro,Semestral,78.71,12,Débito Automático,83.96,54.99,1,0,2,0,61,1.1,944.52,0,0
20,Masculino,Subúrbio,Casado,Anual,135.97,14,Boleto Bancário,1252.15,94.73,2,0,6,2,167,2.3,1903.58,0,0
49,Feminino,Urbano,Solteiro,Semestral,82.33,10,Boleto Bancário,1096.84,83.94,1,1,0,0,11,2.4,823.3,0,0
28,Masculino,Urbano,Casado,Semestral,185.63,25,Boleto Bancário,1190.8,79.11,4,0,1,1,25,1.7,4640.75,0,0
50,Feminino,Rural,Casado,Semestral,55.51,43,Boleto Bancário,733.91,72.82,4,1,0,1,128,1.1,2386.93,0,0
54,Masculino,Subúrbio,Casado,Semestral,134.68,24,Cartão de Crédito,776.21,94.57,2,2,0,2,82,3.0,3232.32,0,0
28,Feminino,Subúrbio,Divorciado,Anual,178.74,8,Débito Automático,1244.93,43.43,1,0,9,0,24,3.6,1429.92,0,0
22,Feminino,Urbano,Casado,Semestral,160.57,41,Cartão de Crédito,255.82,94.09,3,2,6,0,174,2.5,6583.37,0,0
19,Feminino,Urbano,Solteiro,Semestral,62.55,25,Débito Automático,1476.63,28.37,1,0,9,0,168,3.6,1563.75,0,0
31,Masculino,Urbano,Divorciado,Mensal,175.4,7,Boleto Bancário,1266.22,73.34,3,0,1,0,73,1.7,1227.8,1,0
64,Feminino,Subúrbio,Divorciado,Anual,197.4,16,Débito Automático,552.84,95.01,1,0,7,0,93,3.5,3158.4,0,0
32,Masculino,Subúrbio,Solteiro,Anual,51.79,3,Débito Automático,417.38,48.94,2,0,3,0,72,2.8,155.37,0,0
22,Masculino,Subúrbio,Casado,Mensal,166.79,2,Boleto Bancário,573.42,34.48,1,0,1,0,98,4.7,333.58,0,0
59,Feminino,Rural,Solteiro,Mensal,36.08,4,Boleto Bancário,686.11,85.67,1,1,7,0,37,4.4,144.32,1,1
57,Feminino,Subúrbio,Casado,Mensal,176.55,8,Boleto Bancário,637.84,29.73,3,0,1,0,165,1.8,1412.4,1,0
31,Masculino,Urbano,Divorciado,Semestral,79.91,39,Cartão de Crédito,1191.53,87.55,2,0,6,0,46,3.5,3116.49,1,0
43,Masculino,Urbano,Casado,Semestral,44.17,19,Boleto Bancário,214.88,91.26,3,0,5,0,15,4.2,839.23,0,0
27,Feminino,Urbano,Solteiro,Mensal,40.71,12,Cartão de Crédito,269.24,11.51,4,1,2,0,126,4.4,488.52,0,1
38,Masculino,Rural,Solteiro,Semestral,52.67,26,Boleto Bancário,108.39,17.79,4,0,1,0,160,1.5,1369.42,0,0
44,Masculino,Subúrbio,Casado,Mensal,94.24,36,Boleto Bancário,332.03,12.61,2,0,3,1,175,1.1,3392.64,0,1
19,Masculino,Urbano,Divorciado,Semestral,135.49,33,Cartão de Crédito,945.42,39.01,1,0,3,0,178,2.9,4471.17,0,1
51,Masculino,Subúrbio,Divorciado,Semestral,93.06,42,Débito Automático,1494.65,98.06,3,0,7,0,51,2.2,3908.52,0,0
52,Masculino,Rural,Solteiro,Mensal,74.58,25,Débito Automático,1379.2,54.99,3,0,2,0,91,4.1,1864.5,1,0
26,Feminino,Subúrbio,Solteiro,Mensal,100.31,13,Débito Automático,705.82,40.31,1,0,0,0,134,2.6,1304.03,0,0
19,Feminino,Urbano,Divorciado,Anual,32.35,38,Cartão de Crédito,417.88,46.86,2,1,9,0,46,3.2,1229.3,0,0
41,Masculino,Subúrbio,Casado,Semestral,190.31,20,Débito Automático,829.5,75.38,3,0,7,0,169,1.7,3806.2,1,1
46,Feminino,Urbano,Casado,Anual,153.2,4,Boleto Bancário,1228.82,76.12,3,0,8,0,76,2.2,612.8,0,0
60,Masculino,Urbano,Solteiro,Anual,105.35,18,Débito Automático,682.19,25.95,4,0,0,0,121,3.8,1896.3,0,0
35,Feminino,Urbano,Solteiro,Mensal,146.79,2,Cartão de Crédito,650.78,99.39,4,0,4,0,72,1.3,293.58,0,1
31,Feminino,Subúrbio,Divorciado,Semestral,107.45,1,Boleto Bancário,1344.98,83.08,4,1,0,1,151,4.5,107.45,0,0
30,Masculino,Subúrbio,Casado,Semestral,115.25,30,Boleto Bancário,1286.85,74.99,2,0,2,0,97,3.3,3457.5,0,0
53,Masculino,Urbano,Solteiro,Anual,170.66,6,Boleto Bancário,1456.52,16.46,2,0,4,1,60,3.7,1023.96,0,0
36,Masculino,Subúrbio,Divorciado,Semestral,54.25,13,Débito Automático,642.44,74.33,2,0,2,0,92,1.5,705.25,0,0
47,Feminino,Subúrbio,Divorciado,Mensal,141.53,35,Boleto Bancário,1361.97,99.35,2,0,5,0,173,2.5,4953.55,1,0
39,Feminino,Urbano,Divorciado,Mensal,167.24,41,Cartão de Crédito,1347.37,39.51,3,1,1,0,117,4.7,6856.84,0,0
25,Feminino,Urbano,Divorciado,Mensal,101.12,14,Cartão de Crédito,1379.95,81.03,3,0,3,1,175,2.4,1415.68,0,0
34,Feminino,Urbano,Solteiro,Mensal,123.27,43,Cartão de Crédito,728.31,70.95,1,0,5,0,126,3.7,5300.61,0,0
69,Masculino,Urbano,Solteiro,Semestral,176.64,28,Débito Automático,720.47,29.68,1,0,8,1,69,4.4,4945.92,0,0
38,Feminino,Subúrbio,Solteiro,Anual,40.28,41,Débito Automático,816.57,17.83,1,0,4,0,69,2.0,1651.48,0,0
18,Feminino,Subúrbio,Divorciado,Semestral,138.84,16,Débito Automático,857.56,94.17,1,3,3,0,25,2.7,2221.44,1,1
52,Masculino,Urbano,Divorciado,Semestral,52.99,8,Cartão de Crédito,884.65,14.43,1,1,3,0,99,4.9,423.92,0,0
30,Feminino,Urbano,Solteiro,Mensal,99.69,27,Cartão de Crédito,999.65,68.36,1,1,3,1,86,1.8,2691.63,0,0
66,Feminino,Subúrbio,Solteiro,Mensal,143.5,11,Boleto Bancário,887.74,59.49,4,0,5,0,2,1.8,1578.5,0,0
62,Masculino,Subúrbio,Solteiro,Mensal,40.76,31,Cartão de Crédito,810.27,73.95,2,0,6,0,55,1.3,1263.56,0,1
28,Feminino,Urbano,Solteiro,Mensal,105.5,37,Cartão de Crédito,663.95,65.41,1,0,1,0,3,1.9,3903.5,0,0
62,Masculino,Urbano,Solteiro,Semestral,161.63,24,Boleto Bancário,1446.7,10.46,2,0,9,2,89,4.8,3879.12,0,0
65,Feminino,Urbano,Divorciado,Semestral,104.48,44,Boleto Bancário,377.64,58.7,4,0,5,0,34,2.4,4597.12,0,0
41,Feminino,Subúrbio,Casado,Anual,145.28,31,Cartão de Crédito,324.4,28.19,4,0,4,0,161,4.4,4503.68,0,0
25,Masculino,Rural,Divorciado,Semestral,54.5,14,Débito Automático,282.04,81.37,1,0,5,0,130,4.7,763.0,0,0
50,Masculino,Subúrbio,Solteiro,Mensal,188.07,21,Cartão de Crédito,755.22,50.38,4,0,1,1,178,4.8,3949.47,0,1
39,Feminino,Subúrbio,Casado,Anual,141.32,1,Débito Automático,259.99,72.51,3,0,5,0,98,2.2,141.32,0,0
28,Masculino,Urbano,Casado,Anual,160.25,30,Débito Automático,255.23,50.76,3,0,9,0,89,3.3,4807.5,1,0
32,Masculino,Urbano,Casado,Anual,78.92,15,Cartão de Crédito,916.75,27.76,3,1,8,0,94,4.2,1183.8,0,0
27,Masculino,Rural,Casado,Semestral,167.05,36,Débito Automático,546.75,19.63,4,0,0,0,119,2.4,6013.8,1,0
46,Feminino,Urbano,Solteiro,Semestral,55.52,40,Boleto Bancário,971.2,55.06,1,0,5,0,31,1.8,2220.8,0,0
25,Masculino,Urbano,Divorciado,Mensal,113.59,7,Boleto Bancário,388.69,97.35,2,3,9,0,129,1.3,795.13,0,1
45,Feminino,Subúrbio,Divorciado,Mensal,187.67,3,Cartão de Crédito,1084.42,38.14,3,0,8,0,96,1.2,563.01,1,1
58,Masculino,Urbano,Casado,Anual,191.32,41,Débito Automático,319.87,64.7,4,0,6,0,85,1.2,7844.12,0,1
27,Masculino,Subúrbio,Divorciado,Mensal,46.28,34,Cartão de Crédito,691.89,8.58,2,1,8,1,172,2.5,1573.52,1,0
66,Feminino,Urbano,Solteiro,Semestral,140.52,18,Débito Automático,1167.86,16.1,2,0,1,0,115,1.9,2529.36,0,0
33,Masculino,Subúrbio,Divorciado,Semestral,187.64,6,Débito Automático,1177.69,57.8,4,0,8,0,54,1.3,1125.84,0,0
58,Feminino,Rural,Solteiro,Semestral,185.73,30,Boleto Bancário,372.67,33.85,1,1,9,0,78,2.7,5571.9,0,0
50,Feminino,Urbano,Divorciado,Semestral,91.95,8,Cartão de Crédito,698.22,25.18,2,0,4,1,61,3.8,735.6,1,1
56,Feminino,Subúrbio,Casado,Semestral,105.98,10,Boleto Bancário,562.2,14.56,2,0,4,0,34,1.5,1059.8,0,1
29,Masculino,Subúrbio,Divorciado,Semestral,184.75,30,Cartão de Crédito,174.59,35.24,3,0,1,0,5,4.2,5542.5,0,0
41,Feminino,Subúrbio,Solteiro,Anual,136.41,28,Débito Automático,725.77,69.22,1,1,1,0,174,2.5,3819.48,0,0
43,Masculino,Subúrbio,Solteiro,Mensal,187.75,39,Débito Automático,268.24,57.98,4,0,3,1,46,4.5,7322.25,0,0
24,Masculino,Rural,Casado,Semestral,189.13,10,Débito Automático,416.13,30.44,4,0,6,1,9,2.3,1891.3,1,0
50,Feminino,Subúrbio,Divorciado,Semestral,147.81,2,Boleto Bancário,1334.58,30.35,4,3,7,0,67,2.8,295.62,1,1
21,Feminino,Urbano,Divorciado,Mensal,149.04,25,Débito Automático,522.58,53.79,3,0,9,0,37,1.7,3726.0,0,0
44,Feminino,Rural,Solteiro,Mensal,196.71,33,Boleto Bancário,1124.76,41.78,1,0,2,0,156,2.7,6491.43,0,1
36,Feminino,Subúrbio,Divorciado,Mensal,66.56,35,Débito Automático,181.35,92.13,4,0,1,0,161,1.3,2329.6,0,1
55,Masculino,Subúrbio,Solteiro,Semestral,35.27,9,Boleto Bancário,1087.61,60.61,3,0,0,0,103,3.9,317.43,1,0
42,Feminino,Rural,Casado,Mensal,165.56,34,Boleto Bancário,699.43,9.0,1,0,1,0,131,3.7,5629.04,0,0
54,Feminino,Urbano,Solteiro,Mensal,44.06,16,Débito Automático,371.71,77.27,4,3,5,1,107,3.8,704.96,0,1
51,Feminino,Subúrbio,Casado,Semestral,107.31,15,Débito Automático,106.47,30.69,3,0,1,0,71,5.0,1609.65,0,0
56,Masculino,Subúrbio,Divorciado,Mensal,99.25,1,Cartão de Crédito,937.92,44.39,4,0,1,0,136,4.0,99.25,0,0
39,Feminino,Rural,Casado,Anual,125.34,9,Boleto Bancário,171.51,8.85,2,0,1,0,57,3.8,1128.06,1,0
55,Feminino,Urbano,Casado,Semestral,36.93,20,Boleto Bancário,940.16,68.97,2,0,4,0,169,1.7,738.6,1,0
28,Feminino,Urbano,Solteiro,Mensal,107.86,40,Débito Automático,772.51,79.04,2,2,4,0,74,2.8,4314.4,0,1
42,Feminino,Urbano,Casado,Mensal,86.99,19,Cartão de Crédito,1195.72,9.8,4,1,4,0,133,2.0,1652.81,0,0
58,Feminino,Urbano,Divorciado,Mensal,99.65,43,Cartão de Crédito,1476.98,28.3,3,0,9,0,77,1.7,4284.95,0,0
64,Masculino,Urbano,Divorciado,Anual,33.74,34,Cartão de Crédito,1197.48,33.35,3,3,8,1,118,2.2,1147.16,0,1
39,Feminino,Urbano,Solteiro,Mensal,133.87,36,Cartão de Crédito,928.53,14.45,3,1,4,1,157,2.3,4819.32,1,1
21,Masculino,Rural,Solteiro,Anual,192.22,2,Cartão de Crédito,300.41,93.62,3,0,5,0,152,1.9,384.44,0,0
29,Feminino,Urbano,Casado,Anual,118.02,19,Cartão de Crédito,1408.48,31.73,3,0,7,0,174,2.6,2242.38,0,0
64,Feminino,Subúrbio,Divorciado,Semestral,78.17,25,Débito Automático,672.23,90.6,3,0,0,0,57,1.5,1954.25,0,0
42,Masculino,Rural,Casado,Semestral,39.56,37,Cartão de Crédito,542.58,8.85,1,1,0,0,171,1.2,1463.72,0,0
34,Masculino,Urbano,Divorciado,Mensal,68.16,12,Boleto Bancário,1182.08,86.26,4,1,8,0,130,3.8,817.92,0,0
23,Feminino,Urbano,Casado,Anual,141.84,28,Boleto Bancário,639.44,55.92,2,0,7,1,146,2.8,3971.52,0,0
68,Feminino,Urbano,Divorciado,Mensal,199.49,3,Débito Automático,950.6,48.42,3,0,0,0,34,3.4,598.47,0,0
33,Feminino,Rural,Casado,Anual,145.3,13,Débito Automático,870.8,95.95,2,0,7,0,10,2.9,1888.9,0,0
47,Feminino,Urbano,Divorciado,Mensal,110.82,39,Cartão de Crédito,226.13,52.33,2,0,9,1,178,4.2,4321.98,0,1
52,Feminino,Urbano,Divorciado,Mensal,66.5,36,Cartão de Crédito,207.88,66.46,1,0,4,0,110,2.5,2394.0,0,1
43,Masculino,Urbano,Solteiro,Mensal,171.13,15,Cartão de Crédito,1044.86,44.14,3,0,1,0,40,3.6,2566.95,0,1
33,Feminino,Subúrbio,Casado,Mensal,76.92,4,Cartão de Crédito,264.58,81.42,2,0,1,0,24,1.4,307.68,0,0
54,Feminino,Subúrbio,Divorciado,Mensal,80.96,13,Cartão de Crédito,928.21,25.87,2,0,9,0,97,3.5,1052.48,0,1
41,Masculino,Urbano,Divorciado,Semestral,104.64,41,Débito Automático,447.57,44.29,4,1,2,0,2,3.2,4290.24,0,0
22,Feminino,Urbano,Solteiro,Mensal,198.41,46,Débito Automático,1349.47,35.57,3,2,9,0,163,3.0,9126.86,0,1
48,Feminino,Urbano,Divorciado,Semestral,118.33,18,Boleto Bancário,362.53,83.4,1,1,2,0,58,4.3,2129.94,0,0
36,Masculino,Subúrbio,Solteiro,Anual,51.28,43,Cartão de Crédito,773.14,43.16,2,4,4,1,80,4.2,2205.04,0,0
43,Feminino,Subúrbio,Casado,Anual,167.84,23,Boleto Bancário,324.56,34.77,1,0,1,0,155,1.3,3860.32,0,0
32,Feminino,Urbano,Solteiro,Mensal,58.95,22,Débito Automático,920.73,94.83,1,0,1,0,140,3.9,1296.9,0,0
54,Masculino,Urbano,Solteiro,Semestral,183.08,18,Boleto Bancário,1497.46,99.94,3,1,1,1,158,2.5,3295.44,0,0
64,Masculino,Rural,Divorciado,Semestral,82.74,27,Cartão de Crédito,1268.24,9.54,3,0,8,0,117,2.4,2233.98,0,0
62,Feminino,Urbano,Divorciado,Mensal,74.8,37,Boleto Bancário,1197.37,79.84,4,1,3,0,85,2.5,2767.6,0,0
18,Feminino,Subúrbio,Solteiro,Mensal,69.41,32,Débito Automático,333.3,25.93,4,0,2,1,125,4.3,2221.12,0,0
66,Masculino,Urbano,Divorciado,Mensal,39.11,44,Débito Automático,431.48,9.47,4,2,9,0,1,2.5,1720.84,0,1
23,Feminino,Subúrbio,Solteiro,Mensal,193.55,5,Cartão de Crédito,594.92,7.82,3,0,0,0,107,1.6,967.75,0,1
58,Masculino,Subúrbio,Solteiro,Mensal,125.56,3,Débito Automático,1136.02,56.41,3,0,7,0,66,3.1,376.68,0,0
42,Masculino,Subúrbio,Divorciado,Anual,40.74,29,Débito Automático,61.11,58.24,4,1,3,0,103,4.2,1181.46,0,0
23,Masculino,Rural,Divorciado,Mensal,35.37,36,Débito Automático,1493.93,80.28,3,0,1,0,153,3.7,1273.32,0,0
19,Masculino,Urbano,Divorciado,Mensal,159.86,28,Boleto Bancário,415.35,65.18,3,0,2,0,155,1.5,4476.08,1,1
34,Feminino,Subúrbio,Divorciado,Anual,118.87,10,Boleto Bancário,1410.65,39.68,3,0,2,0,113,1.6,1188.7,0,0
59,Feminino,Urbano,Casado,Semestral,128.01,33,Débito Automático,1269.36,97.45,4,0,9,0,162,4.0,4224.33,0,0
35,Masculino,Urbano,Divorciado,Semestral,173.28,8,Boleto Bancário,1076.63,75.8,3,0,2,0,11,2.8,1386.24,1,1
49,Masculino,Subúrbio,Casado,Anual,89.92,26,Débito Automático,1312.1,68.28,4,1,7,0,164,1.0,2337.92,0,0
69,Feminino,Urbano,Divorciado,Semestral,170.29,1,Boleto Bancário,1134.62,25.14,1,0,0,1,161,4.6,170.29,0,1
25,Masculino,Urbano,Solteiro,Mensal,154.27,8,Débito Automático,934.13,6.12,3,2,6,0,67,1.4,1234.16,0,0
43,Feminino,Subúrbio,Divorciado,Mensal,114.16,23,Cartão de Crédito,428.45,76.15,3,1,5,0,115,3.8,2625.68,0,0
55,Feminino,Urbano,Casado,Semestral,122.1,20,Débito Automático,691.86,76.38,2,5,5,0,113,1.3,2442.0,1,1
69,Masculino,Urbano,Casado,Semestral,108.63,4,Cartão de Crédito,1049.68,29.8,4,2,3,0,1,2.0,434.52,0,0
47,Masculino,Urbano,Divorciado,Semestral,162.86,46,Cartão de Crédito,876.71,99.65,2,0,2,0,38,3.3,7491.56,1,1
24,Masculino,Subúrbio,Divorciado,Semestral,125.28,5,Débito Automático,502.78,79.7,2,0,6,0,70,1.8,626.4,0,1
56,Feminino,Urbano,Solteiro,Semestral,198.85,11,Boleto Bancário,832.62,69.23,3,0,9,1,84,4.2,2187.35,0,0
47,Feminino,Subúrbio,Solteiro,Mensal,43.79,42,Cartão de Crédito,1009.89,12.35,4,0,4,0,4,1.7,1839.18,0,0
28,Masculino,Urbano,Solteiro,Semestral,136.45,20,Cartão de Crédito,735.25,6.54,4,0,7,0,152,3.5,2729.0,1,1
25,Masculino,Subúrbio,Casado,Mensal,167.77,38,Boleto Bancário,1045.27,72.5,4,2,3,0,69,3.1,6375.26,0,1
30,Masculino,Subúrbio,Casado,Anual,82.44,27,Débito Automático,1167.4,53.12,4,0,6,1,22,1.1,2225.88,0,0
